,chromosome,strand,start,end,length,overlapping_gene,rna_called_tss,updated_tss,promoter_start,promoter_end,gene_body_start,gene_body_end
228,14,+,736759,738504,1746,YNR059W,,736759,736759,737059,736259,736759
229,14,+,738632,738733,102,YNR059W,,690029,690029,690329,689529,690029
230,14,+,739600,742204,2605,YNR060W,,696296,696296,696596,695796,696296
483,14,-,742517,743557,1041,YNR061C,,743557,743557,743857,743057,743557
484,14,-,744117,744861,745,YNR062C,,506376,506376,506676,505876,506376
233,14,+,746922,750324,3403,YNR063W,,701277,701277,701577,700777,701277
487,14,-,748688,749950,1263,YNR064C,,391176,391176,391476,390676,391176
488,14,-,750232,750662,431,YNR065C,,520097,520097,520397,519597,520097
489,14,-,751588,755019,3432,YNR066C,,526874,526874,527174,526374,526874
490,14,-,755458,759152,3695,YNR067C,,408417,408417,408717,407917,408417
491,14,-,759758,763450,3693,YNR069C,,529331,529331,529631,528831,529331
240,14,+,779424,781544,2121,YNR075W,,779424,779124,779424,779424,779924
346,15,-,1694,1922,229,YOL165C,,1922,1922,2222,1422,1922
1,15,+,3501,5066,1566,YOL164W-A,,22095,21795,22095,22095,22595
2,15,+,5956,10782,4827,YOL164W,,25990,25690,25990,25990,26490
3,15,+,14155,14743,589,YOL160W,,14155,13855,14155,14155,14655
355,15,-,14610,17942,3333,YOL159C,,129195,129195,129495,128695,129195
356,15,-,19004,21517,2514,YOL158C,,132579,132579,132879,132079,132579
357,15,-,22380,22535,156,YOL157C,,22535,22535,22835,22035,22535
358,15,-,24331,25456,1126,YOL157C,,144067,144067,144367,143567,144067
11,15,+,28767,35499,6733,YOL154W,,28767,28467,28767,28767,29267
361,15,-,28785,29051,267,YOL155C,,153141,153141,153441,152641,153141
362,15,-,29282,30934,1653,YOL155C,,156228,156228,156528,155728,156228
363,15,-,31083,31566,484,YOL155C,,157561,157561,157861,157061,157561
13,15,+,39977,42902,2926,YOL152W,,39977,39677,39977,39977,40477
368,15,-,43543,44587,1045,YOL150C,,170808,170808,171108,170308,170808
15,15,+,43678,44765,1088,YOL151W,,43678,43378,43678,43678,44178
16,15,+,44932,45690,759,YOL149W,,67550,67250,67550,67550,68050
369,15,-,45472,47564,2093,YOL148C,,47564,47564,47864,47064,47564
370,15,-,47728,48632,905,YOL147C,,172727,172727,173027,172227,172727
18,15,+,48876,49614,739,YOL146W,,75136,74836,75136,75136,75636
371,15,-,49379,52791,3413,YOL145C,,52791,52791,53091,52291,52791
19,15,+,53073,54611,1539,YOL144W,,53073,52773,53073,53073,53573
373,15,-,54428,55179,752,YOL143C,,187777,187777,188077,187277,187777
20,15,+,55476,60174,4699,YOL142W,,55476,55176,55476,55476,55976
374,15,-,60217,65327,5111,YOL138C,,188553,188553,188853,188053,188553
22,15,+,65573,67386,1814,YOL137W,,85485,85185,85485,85485,85985
375,15,-,67196,68932,1737,YOL136C,,68932,68932,69232,68432,68932
376,15,-,69197,70010,814,YOL135C,,199179,199179,199479,198679,199179
24,15,+,70271,71099,829,YOL133W,,70271,69971,70271,70271,70771
25,15,+,72520,72755,236,YOL132W,,72520,72220,72520,72520,73020
26,15,+,74122,77361,3240,YOL130W,,74122,73822,74122,74122,74622
27,15,+,77543,78271,729,YOL129W,,99007,98707,99007,99007,99507
381,15,-,77997,79719,1723,YOL128C,,79719,79719,80019,79219,79719
30,15,+,80342,81434,1093,YOL127W,,108557,108257,108557,108557,109057
383,15,-,81527,82990,1464,YOL126C,,82990,82990,83290,82490,82990
33,15,+,83534,85341,1808,YOL125W,,117064,116764,117064,117064,117564
386,15,-,85166,86719,1554,YOL124C,,86719,86719,87019,86219,86719
34,15,+,87566,89569,2004,YOL123W,,118267,117967,118267,118267,118767
387,15,-,89474,91567,2094,YOL122C,,222818,222818,223118,222318,222818
388,15,-,91820,92877,1058,YOL121C,,225805,225805,226105,225305,225805
389,15,-,93161,94400,1240,YOL120C,,227400,227400,227700,226900,227400
390,15,-,94689,96356,1668,YOL119C,,96356,96356,96656,95856,96356
40,15,+,96684,103314,6631,YOL117W,,135753,135453,135753,135753,136253
391,15,-,96914,97223,310,YOL118C,,230817,230817,231117,230317,230817
393,15,-,103211,104052,842,YOL114C,,237901,237901,238201,237401,237901
41,15,+,104187,106345,2159,YOL113W,,136365,136065,136365,136365,136865
42,15,+,106559,108276,1718,YOL112W,,138642,138342,138642,138642,139142
395,15,-,108049,108991,943,YOL111C,,244076,244076,244376,243576,244076
43,15,+,109147,110850,1704,YOL110W,,109147,108847,109147,109147,109647
397,15,-,111181,111837,657,YOL108C,,251711,251711,252011,251211,251711
44,15,+,112075,113686,1612,YOL107W,,143429,143129,143429,143429,143929
398,15,-,113968,117714,3747,YOL104C,,254431,254431,254731,253931,254431
45,15,+,123572,126010,2439,YOL103W,,150600,150300,150600,150600,151100
400,15,-,125870,126637,768,YOL102C,,261147,261147,261447,260647,261147
401,15,-,126854,127973,1120,YOL101C,,264321,264321,264621,263821,264321
46,15,+,128595,132561,3967,YOL100W,,153455,153155,153455,153455,153955
402,15,-,132409,137800,5392,YOL097C,,267888,267888,268188,267388,267888
47,15,+,136086,136801,716,YOL097W-A,,157838,157538,157838,157838,158338
403,15,-,137951,142558,4608,YOL094C,,142558,142558,142858,142058,142558
49,15,+,141666,145249,3584,YOL093W,,141666,141366,141666,141666,142166
51,15,+,145601,147210,1610,YOL091W,,166095,165795,166095,166095,166595
52,15,+,147334,150377,3044,YOL090W,,147334,147034,147334,147334,147834
405,15,-,150207,154745,4539,YOL088C,,279933,279933,280233,279433,279933
406,15,-,154971,158886,3916,YOL087C,,158886,158886,159186,158386,158886
53,15,+,159134,160007,874,YOL086W-A,,173089,172789,173089,173089,173589
407,15,-,159374,162024,2651,YOL085C,,282883,282883,283183,282383,282883
54,15,+,160353,162911,2559,YOL085W-A,,174561,174261,174561,174561,175061
55,15,+,163034,165418,2385,YOL084W,,176187,175887,176187,176187,176687
56,15,+,165645,167035,1391,YOL083W,,165645,165345,165645,165645,166145
57,15,+,168400,170050,1651,YOL082W,,168400,168100,168400,168400,168900
58,15,+,170773,180547,9775,YOL081W,,170773,170473,170773,170773,171273
411,15,-,180270,181409,1140,YOL080C,,297147,297147,297447,296647,297147
59,15,+,181655,185861,4207,YOL078W,,181655,181355,181655,181655,182155
412,15,-,185608,186718,1111,YOL077C,,301366,301366,301666,300866,301366
60,15,+,187018,190370,3353,YOL076W,,189052,188752,189052,189052,189552
413,15,-,189223,193545,4323,YOL075C,,193545,193545,193845,193045,193545
414,15,-,193708,194752,1045,YOL073C,,194752,194752,195052,194252,194752
62,15,+,194966,197078,2113,YOL072W,,195442,195142,195442,195442,195942
416,15,-,196951,198681,1731,YOL070C,,198681,198681,198981,198181,198681
63,15,+,198942,200773,1832,YOL069W,,198189,197889,198189,198189,198689
417,15,-,199925,210269,10345,YOL063C,,308222,308222,308522,307722,308222
418,15,-,210400,211938,1539,YOL062C,,309594,309594,309894,309094,309594
67,15,+,212188,213872,1685,YOL061W,,212109,211809,212109,212109,212609
419,15,-,213708,216873,3166,YOL060C,,318929,318929,319229,318429,318929
69,15,+,217128,218713,1586,YOL059W,,217128,216828,217128,217128,217628
70,15,+,219149,220629,1481,YOL058W,,218644,218344,218644,218644,219144
71,15,+,220764,223036,2273,YOL057W,,223107,222807,223107,223107,223607
72,15,+,223178,224305,1128,YOL056W,,223178,222878,223178,223178,223678
422,15,-,224322,226334,2013,YOL055C,,328831,328831,329131,328331,328831
75,15,+,228359,229982,1624,YOL054W,,237336,237036,237336,237336,237836
76,15,+,230197,231395,1199,YOL053W,,230197,229897,230197,230197,230697
423,15,-,231284,231699,416,YOL052C-A,,335673,335673,335973,335173,335673
424,15,-,231831,231974,144,YOL052C-A,,337091,337091,337391,336591,337091
425,15,-,232235,233667,1433,YOL052C,,338791,338791,339091,338291,338791
78,15,+,234132,238380,4249,YOL051W,,234132,234132,234432,233632,234132
79,15,+,238584,240339,1756,YOL049W,,238584,238284,238584,238584,239084
428,15,-,240044,241313,1270,YOL048C,,347361,347361,347661,346861,347361
82,15,+,243029,246914,3886,YOL045W,,243029,242729,243029,243029,243529
83,15,+,247112,248356,1245,YOL044W,,247112,246812,247112,247112,247612
429,15,-,248208,249563,1356,YOL043C,,249563,249563,249863,249063,249563
84,15,+,249514,251214,1701,YOL042W,,254705,254405,254705,254705,255205
431,15,-,251035,252646,1612,YOL041C,,352313,352313,352613,351813,352313
432,15,-,252832,253599,768,YOL040C,,355368,355368,355668,354868,355368
86,15,+,254201,259170,4970,YOL039W,,254201,253901,254201,254201,254701
434,15,-,254780,255015,236,YOL038C-A,,364760,364760,365060,364260,364760
87,15,+,259400,265219,5820,YOL034W,,259400,259400,259700,258900,259400
88,15,+,265352,266227,876,YOL032W,,264616,264616,264916,264116,264616
437,15,-,266103,267841,1739,YOL031C,,267841,267841,268141,267341,267841
89,15,+,267805,269803,1999,YOL030W,,267791,267491,267791,267791,268291
438,15,-,269705,274321,4617,YOL026C,,377366,377366,377666,376866,377366
90,15,+,274734,277603,2870,YOL025W,,271257,270957,271257,271257,271757
91,15,+,278057,280237,2181,YOL023W,,273260,272960,273260,273260,273760
439,15,-,280078,281488,1411,YOL022C,,378437,378437,378737,377937,378437
440,15,-,282246,285408,3163,YOL021C,,381426,381426,381726,380926,381426
93,15,+,286003,288511,2509,YOL020W,,282026,282026,282326,281526,282026
94,15,+,288727,290787,2061,YOL019W,,288727,288727,289027,288227,288727
442,15,-,290561,292091,1531,YOL018C,,292091,292091,292391,291591,292091
95,15,+,292460,294772,2313,YOL017W,,296399,296099,296399,296399,296899
443,15,-,294538,296143,1606,YOL016C,,398107,398107,398407,397607,398107
96,15,+,296440,299022,2583,YOL015W,,297022,297022,297322,296522,297022
97,15,+,299566,300292,727,YOL014W,,301589,301589,301889,301089,301589
99,15,+,301115,301399,285,YOL013W-A,,305322,305322,305622,304822,305322
444,15,-,301243,303094,1852,YOL013C,,404162,404162,404462,403662,404162
445,15,-,303308,304191,884,YOL012C,,304191,304191,304491,303691,304191
100,15,+,303413,307710,4298,YOL011W,,303413,303413,303713,302913,303413
101,15,+,307888,309222,1335,YOL010W,,307888,307888,308188,307388,307888
447,15,-,309026,310527,1502,YOL009C,,410065,410065,410365,409565,410065
102,15,+,310289,311084,796,YOL008W,,309902,309602,309902,309902,310402
448,15,-,310786,312451,1666,YOL007C,,312451,312451,312751,311951,312451
449,15,-,312864,315437,2574,YOL006C,,315437,315437,315737,314937,315437
450,15,-,315651,316344,694,YOL005C,,420512,420512,420812,420012,420512
107,15,+,316626,321858,5233,YOL004W,,335853,335853,336153,335353,335853
451,15,-,321642,322933,1292,YOL003C,,423847,423847,424147,423347,423847
452,15,-,323301,324984,1684,YOL002C,,425846,425846,426146,425346,425846
109,15,+,324528,326247,1720,YOL001W,,324528,324528,324828,324028,324528
110,15,+,326812,333168,6357,YOR001W,,326812,326512,326812,326812,327312
111,15,+,333541,334617,1077,YOR004W,,348474,348474,348774,347974,348474
459,15,-,334345,337262,2918,YOR005C,,337262,337262,337562,336762,337262
460,15,-,337429,340253,2825,YOR007C,,340253,340253,340553,339753,340253
461,15,-,340924,342588,1665,YOR008C,,342588,342588,342888,342088,342588
118,15,+,342909,344746,1838,YOR008W-B,,342909,342909,343209,342409,342909
462,15,-,343025,343213,189,YOR008C-A,,454926,454926,455226,454426,454926
119,15,+,345103,345896,794,YOR009W,,345103,345103,345403,344603,345103
463,15,-,346136,347148,1013,YOR010C,,347148,347148,347448,346648,347148
123,15,+,349872,353929,4058,YOR011W,,386907,386607,386907,386907,387407
125,15,+,356535,360583,4049,YOR012W,,404958,404958,405258,404458,404958
469,15,-,359820,361148,1329,YOR016C,,466916,466916,467216,466416,466916
126,15,+,361297,363971,2675,YOR017W,,361297,361297,361597,360797,361297
127,15,+,364330,367069,2740,YOR018W,,410281,410281,410581,409781,410281
128,15,+,368038,370557,2520,YOR019W,,412212,412212,412512,411712,412212
478,15,-,370209,370846,638,YOR020C,,491615,491615,491915,491115,491615
130,15,+,371220,372139,920,YOR020W-A,,418354,418354,418654,417854,418354
480,15,-,372050,375764,3715,YOR022C,,375764,375764,376064,375264,375764
481,15,-,375938,377741,1804,YOR023C,,377741,377741,378041,377241,377741
132,15,+,378178,383297,5120,YOR024W,,425753,425753,426053,425253,425753
485,15,-,383171,384617,1447,YOR028C,,514176,514176,514476,513676,514176
133,15,+,385224,389564,4341,YOR030W,,427909,427909,428209,427409,427909
487,15,-,389513,391176,1664,YOR032C,,391176,391176,391476,390676,391176
134,15,+,389714,393101,3388,YOR032W-A,,429821,429821,430121,429321,429821
488,15,-,391999,401600,9602,YOR035C,,520097,520097,520397,519597,520097
137,15,+,400367,402790,2424,YOR036W,,400367,400067,400367,400367,400867
489,15,-,402631,405361,2731,YOR038C,,526874,526874,527174,526374,526874
138,15,+,405638,406903,1266,YOR039W,,444536,444536,444836,444036,444536
139,15,+,407028,409935,2908,YOR040W,,407028,407028,407328,406528,407028
490,15,-,407595,408417,823,YOR041C,,408417,408417,408717,407917,408417
140,15,+,410235,412475,2241,YOR043W,,410235,410235,410535,409735,410235
141,15,+,412757,413676,920,YOR044W,,412757,412757,413057,412257,412757
142,15,+,413812,414431,620,YOR045W,,455751,455751,456051,455251,455751
492,15,-,414100,415962,1863,YOR046C,,534681,534681,534981,534181,534681
493,15,-,416142,421629,5488,YOR048C,,538904,538904,539204,538404,538904
495,15,-,423030,423185,156,YOR049C,,551673,551673,551973,551173,551673
496,15,-,424536,426163,1628,YOR051C,,554291,554291,554591,553791,554291
497,15,-,426302,427343,1042,YOR052C,,427343,427343,427643,426843,427343
148,15,+,427595,428195,601,YOR053W,,427595,427595,427895,427095,427595
498,15,-,427725,429921,2197,YOR054C,,429921,429921,430221,429421,429921
499,15,-,430166,431647,1482,YOR056C,,563709,563709,564009,563209,563709
151,15,+,432033,433454,1422,YOR057W,,482314,482314,482614,481814,482314
500,15,-,433288,436369,3082,YOR058C,,565013,565013,565313,564513,565013
502,15,-,438540,441149,2610,YOR060C,,569440,569440,569740,568940,569440
155,15,+,441407,442775,1369,YOR061W,,495479,495479,495779,494979,495479
503,15,-,442614,444114,1501,YOR062C,,570781,570781,571081,570281,570781
156,15,+,444151,448883,4733,YOR063W,,497987,497987,498287,497487,497987
505,15,-,444998,446726,1729,YOR064C,,581201,581201,581501,580701,581201
157,15,+,449271,451646,2376,YOR066W,,449271,449271,449571,448771,449271
508,15,-,451616,453457,1842,YOR067C,,453457,453457,453757,452957,453457
158,15,+,453638,455956,2319,YOR069W,,503214,503214,503514,502714,503214
509,15,-,455749,457881,2133,YOR070C,,457881,457881,458181,457381,457881
510,15,-,458576,461644,3069,YOR071C,,461644,461644,461944,461144,461644
161,15,+,459927,462168,2242,YOR072W,,459927,459927,460227,459427,459927
162,15,+,464753,466659,1907,YOR073W,,517333,517333,517633,516833,517333
512,15,-,466421,467828,1408,YOR074C,,590999,590999,591299,590499,590999
163,15,+,467885,469279,1395,YOR075W,,520646,520646,520946,520146,520646
513,15,-,469189,471580,2392,YOR076C,,593964,593964,594264,593464,593964
164,15,+,471873,473467,1595,YOR077W,,471873,471873,472173,471373,471873
514,15,-,473149,474386,1238,YOR079C,,474386,474386,474686,473886,474386
165,15,+,474612,478219,3608,YOR080W,,474612,474612,474912,474112,474612
516,15,-,476602,479158,2557,YOR081C,,603503,603503,603803,603003,603503
167,15,+,479425,481790,2366,YOR083W,,527322,527322,527622,526822,527322
168,15,+,481980,483203,1224,YOR085W,,529599,529599,529899,529099,529599
517,15,-,483065,486933,3869,YOR086C,,607319,607319,607619,606819,607319
169,15,+,487498,489843,2346,YOR087W,,534939,534939,535239,534439,534939
518,15,-,489860,493048,3189,YOR090C,,493048,493048,493348,492548,493048
171,15,+,493069,497139,4071,YOR091W,,539152,539152,539452,538652,539152
526,15,-,497301,502427,5127,YOR093C,,502427,502427,502727,501927,502427
172,15,+,502701,503633,933,YOR094W,,502701,502701,503001,502201,502701
527,15,-,502781,504499,1719,YOR095C,,504499,504499,504799,503999,504499
174,15,+,505609,506868,1260,YOR096W,,548504,548504,548804,548004,548504
529,15,-,506799,511255,4457,YOR098C,,626942,626942,627242,626442,626942
176,15,+,511654,513157,1504,YOR099W,,511654,511654,511954,511154,511654
531,15,-,513007,514198,1192,YOR100C,,514198,514198,514498,513698,514198
177,15,+,515169,516476,1308,YOR101W,,554625,554625,554925,554125,554625
532,15,-,516294,517326,1033,YOR103C,,517326,517326,517626,516826,517326
178,15,+,517471,520163,2693,YOR104W,,556414,556414,556714,555914,556414
179,15,+,521097,522660,1564,YOR107W,,558238,558238,558538,557738,558238
180,15,+,522940,524996,2057,YOR108W,,522940,522940,523240,522440,522940
181,15,+,525121,537022,11902,YOR109W,,525121,525121,525421,524621,525121
182,15,+,537419,538648,1230,YOR114W,,537419,537419,537719,536919,537419
538,15,-,538266,539437,1172,YOR115C,,653713,653713,654013,653213,653713
539,15,-,539619,544331,4713,YOR116C,,654714,654714,655014,654214,654714
183,15,+,544961,546507,1547,YOR117W,,544961,544961,545261,544461,544961
184,15,+,546651,549191,2541,YOR118W,,572297,572297,572597,571797,572297
541,15,-,547606,550496,2891,YOR119C,,550496,550496,550796,549996,550496
186,15,+,550533,552216,1684,YOR120W,,550533,550533,550833,550033,550533
542,15,-,551989,552838,850,YOR122C,,552838,552838,553138,552338,552838
543,15,-,552961,560773,7813,YOR126C,,664650,664650,664950,664150,664650
187,15,+,559974,564384,4411,YOR127W,,559974,559974,560274,559474,559974
544,15,-,564421,566182,1762,YOR128C,,667349,667349,667649,666849,667349
545,15,-,566484,569566,3083,YOR129C,,569566,569566,569866,569066,569566
546,15,-,569692,570829,1138,YOR130C,,570829,570829,571129,570329,570829
547,15,-,572064,572858,795,YOR131C,,572858,572858,573158,572358,572858
190,15,+,573090,575111,2022,YOR132W,,573090,573090,573390,572590,573090
193,15,+,577382,581631,4250,YOR133W,,577382,577382,577682,576882,577382
551,15,-,581674,586331,4658,YOR138C,,675665,675665,675965,675165,675665
195,15,+,586684,589711,3028,YOR140W,,586684,586684,586984,586184,586684
553,15,-,589282,592559,3278,YOR141C,,678462,678462,678762,677962,678462
196,15,+,592847,594243,1397,YOR142W,,592847,592847,593147,592347,592847
556,15,-,600985,606147,5163,YOR145C,,606147,606147,606447,605647,606147
200,15,+,606583,608623,2041,YOR147W,,610328,610328,610628,609828,610328
558,15,-,608531,611423,2893,YOR149C,,611423,611423,611723,610923,611423
203,15,+,611973,612563,591,YOR150W,,611973,611673,611973,611973,612473
559,15,-,612460,616899,4440,YOR151C,,692472,692472,692772,691972,692472
560,15,-,617079,618843,1765,YOR152C,,694895,694895,695195,694395,694895
205,15,+,618779,624468,5690,YOR153W,,622970,622970,623270,622470,622970
206,15,+,624689,626627,1939,YOR154W,,627890,627890,628190,627390,627890
561,15,-,626483,630618,4136,YOR156C,,697316,697316,697616,696816,697316
562,15,-,630778,631768,991,YOR157C,,631768,631768,632068,631268,631768
207,15,+,632157,633362,1206,YOR158W,,631469,631469,631769,630969,631469
563,15,-,632459,633572,1114,YOR159C,,633572,633572,633872,633072,633572
208,15,+,633505,636878,3374,YOR160W,,634094,634094,634394,633594,634094
564,15,-,636659,642358,5700,YOR162C,,704628,704628,704928,704128,704628
209,15,+,637156,638816,1661,YOR161W-A,,639242,639242,639542,638742,639242
212,15,+,642420,643524,1105,YOR163W,,645699,645699,645999,645199,645699
565,15,-,643096,644298,1203,YOR164C,,644298,644298,644598,643798,644298
213,15,+,644524,647123,2600,YOR165W,,647288,647288,647588,646788,647288
566,15,-,646892,649003,2112,YOR167C,,709858,709858,710158,709358,709858
216,15,+,649289,651884,2596,YOR168W,,664936,664936,665236,664436,664936
567,15,-,651770,653936,2167,YOR171C,,653936,653936,654236,653436,653936
217,15,+,654180,658437,4258,YOR172W,,666675,666675,666975,666175,666675
218,15,+,658647,659754,1108,YOR174W,,667376,667376,667676,666876,667376
570,15,-,659628,663785,4158,YOR175C,,724909,724909,725209,724409,724909
219,15,+,661980,663681,1702,YOR176W,,667644,667644,667944,667144,667644
572,15,-,664946,666591,1646,YOR177C,,666591,666591,666891,666091,666591
573,15,-,667507,670594,3088,YOR178C,,670594,670594,670894,670094,670594
574,15,-,671288,672401,1114,YOR179C,,731333,731333,731633,730833,731333
575,15,-,674083,675580,1498,YOR180C,,731793,731793,732093,731293,731793
223,15,+,675495,676579,1085,YOR181W,,678576,678576,678876,678076,678576
224,15,+,676718,677936,1219,YOR181W,,679612,679612,679912,679112,679612
576,15,-,677817,678740,924,YOR182C,,736644,736644,736944,736144,736644
226,15,+,679211,680914,1704,YOR183W,,679211,679211,679511,678711,679211
578,15,-,681367,682110,744,YOR185C,,742071,742071,742371,741571,742071
579,15,-,683062,683495,434,YOR186C-A,,746808,746808,747108,746308,746808
229,15,+,683428,683706,279,YOR186W,,690029,690029,690329,689529,690029
230,15,+,683942,685541,1600,YOR187W,,696296,696296,696596,695796,696296
231,15,+,685689,689372,3684,YOR188W,,685689,685689,685989,685189,685689
232,15,+,689610,690906,1297,YOR189W,,698795,698795,699095,698295,698795
233,15,+,691385,692150,766,YOR190W,,701277,701277,701577,700777,701277
234,15,+,692418,698252,5835,YOR191W,,701893,701893,702193,701393,701893
584,15,-,697783,702427,4645,YOR192C,,702427,702427,702727,701927,702427
585,15,-,703067,704087,1021,YOR192C-C,,704087,704087,704387,703587,704087
238,15,+,709962,711668,1707,YOR193W,,713249,713249,713549,712749,713249
588,15,-,711300,712540,1241,YOR194C,,712540,712540,712840,712040,712540
241,15,+,712815,715558,2744,YOR195W,,720589,720589,720889,720089,720589
590,15,-,715349,716810,1462,YOR196C,,716810,716810,717110,716310,716810
242,15,+,717082,718589,1508,YOR197W,,725196,725196,725496,724696,725196
591,15,-,718339,721675,3337,YOR201C,,721675,721675,721975,721175,721675
244,15,+,720401,720696,296,YOR199W,,729776,729776,730076,729276,729776
592,15,-,721804,722104,301,YOR201C,,722104,722104,722404,721604,722104
245,15,+,721932,722733,802,YOR202W,,730492,730492,730792,729992,730492
246,15,+,722862,725461,2600,YOR203W,,722862,722862,723162,722362,722862
595,15,-,724939,727174,2236,YOR205C,,792324,792324,792624,791824,792324
247,15,+,727480,729968,2489,YOR206W,,732278,732278,732578,731778,732278
596,15,-,729454,733554,4101,YOR207C,,794469,794469,794769,793969,794469
248,15,+,733743,736286,2544,YOR208W,,740058,740058,740358,739558,740058
597,15,-,736175,737818,1644,YOR209C,,797238,797238,797538,796738,797238
249,15,+,738279,738902,624,YOR210W,,742362,742362,742662,741862,742362
598,15,-,738785,742123,3339,YOR211C,,742123,742123,742423,741623,742123
250,15,+,742702,745556,2855,YOR212W,,744311,744311,744611,743811,744311
599,15,-,743984,745310,1327,YOR213C,,745310,745310,745610,744810,745310
600,15,-,746323,748976,2654,YOR216C,,748976,748976,749276,748476,748976
251,15,+,749224,752177,2954,YOR217W,,747201,747201,747501,746701,747201
601,15,-,751865,755011,3147,YOR219C,,755011,755011,755311,754511,755011
253,15,+,755253,756339,1087,YOR220W,,758632,758632,758932,758132,758632
602,15,-,756228,757572,1345,YOR221C,,812647,812647,812947,812147,812647
254,15,+,757855,759495,1641,YOR222W,,767717,767717,768017,767217,767717
255,15,+,759747,760873,1127,YOR223W,,759747,759747,760047,759247,759747
605,15,-,760611,761242,632,YOR224C,,818473,818473,818773,817973,818473
606,15,-,761378,762099,722,YOR226C,,821830,821830,822130,821330,821830
257,15,+,762463,766710,4248,YOR227W,,762463,762463,762763,761963,762463
607,15,-,766610,768100,1491,YOR228C,,828135,828135,828435,827635,828135
258,15,+,768323,770515,2193,YOR229W,,777289,777289,777589,776789,777289
259,15,+,770651,772306,1656,YOR230W,,770651,770651,770951,770151,770651
260,15,+,772480,774344,1865,YOR231W,,781943,781943,782243,781443,781943
261,15,+,774466,775485,1020,YOR232W,,786040,786040,786340,785540,786040
262,15,+,775687,778452,2766,YOR233W,,787873,787873,788173,787373,787873
614,15,-,778388,779511,1124,YOR234C,,838629,838629,838929,838129,838629
263,15,+,780129,781605,1477,YOR235W,,789917,789917,790217,789417,789917
264,15,+,781874,782227,354,YOR237W,,792669,792669,792969,792169,792669
265,15,+,782641,782752,112,YOR237W,,794889,794889,795189,794389,794889
266,15,+,782946,783268,323,YOR237W,,782946,782946,783246,782446,782946
267,15,+,783616,788957,5342,YOR238W,,797523,797523,797823,797023,797523
620,15,-,788633,792225,3593,YOR243C,,792225,792225,792525,791725,792225
268,15,+,792484,794006,1523,YOR244W,,798061,798061,798361,797561,798061
621,15,-,793925,796905,2981,YOR246C,,868261,868261,868561,867761,868261
269,15,+,797429,798678,1250,YOR247W,,799194,799194,799494,798694,799194
623,15,-,798562,800693,2132,YOR249C,,800693,800693,800993,800193,800693
624,15,-,800824,803520,2697,YOR251C,,876611,876611,876911,876111,876611
270,15,+,803650,805290,1641,YOR252W,,803650,803650,803950,803150,803650
626,15,-,804886,807003,2118,YOR254C,,807003,807003,807303,806503,807003
627,15,-,808151,810776,2626,YOR256C,,810776,810776,811076,810276,810776
271,15,+,810978,811550,573,YOR257W,,810978,810978,811278,810478,810978
272,15,+,811696,812423,728,YOR258W,,814355,814355,814655,813855,814355
629,15,-,812004,813691,1688,YOR259C,,888678,888678,888978,888178,888678
274,15,+,813935,816102,2168,YOR260W,,813935,813935,814235,813435,813935
630,15,-,815541,817328,1788,YOR261C,,892031,892031,892331,891531,892031
275,15,+,817256,818513,1258,YOR262W,,822534,822534,822834,822034,822534
276,15,+,818729,822339,3611,YOR264W,,818729,818729,819029,818229,818729
634,15,-,822364,825362,2999,YOR267C,,910963,910963,911263,910463,910963
278,15,+,826321,827995,1675,YOR269W,,826321,826321,826621,825821,826321
635,15,-,827860,830708,2849,YOR270C,,830708,830708,831008,830208,830708
636,15,-,830886,832095,1210,YOR271C,,912447,912447,912747,911947,912447
279,15,+,832327,834344,2018,YOR272W,,833704,833704,834004,833204,833704
638,15,-,834190,837362,3173,YOR273C,,923902,923902,924202,923402,923902
280,15,+,837124,839384,2261,YOR274W,,837124,837124,837424,836624,837124
640,15,-,838923,842256,3334,YOR277C,,842256,842256,842556,841756,842256
281,15,+,841296,843757,2462,YOR276W,,840992,840992,841292,840492,840992
642,15,-,843548,845773,2226,YOR280C,,938977,938977,939277,938477,938977
643,15,-,846099,847140,1042,YOR281C,,941098,941098,941398,940598,941098
283,15,+,847364,850959,3596,YOR282W,,847364,847364,847664,846864,847364
646,15,-,850794,853826,3033,YOR288C,,853826,853826,854126,853326,853826
286,15,+,853396,854173,778,YOR289W,,861065,861065,861365,860565,861065
648,15,-,854999,860307,5309,YOR290C,,860307,860307,860607,859807,860307
288,15,+,861062,865673,4612,YOR291W,,861062,861062,861362,860562,861062
649,15,-,865576,866551,976,YOR292C,,866551,866551,866851,866051,866551
290,15,+,866979,868093,1115,YOR293W,,870727,870727,871027,870227,870727
291,15,+,868282,874319,6038,YOR294W,,868282,868282,868582,867782,868282
653,15,-,874381,875288,908,YOR297C,,875288,875288,875588,874788,875288
292,15,+,874478,877090,2613,YOR298W,,877929,877929,878229,877429,877929
654,15,-,876139,878034,1896,YOR298C-A,,878034,878034,878334,877534,878034
293,15,+,878212,888321,10110,YOR299W,,878212,878212,878512,877712,878212
657,15,-,887863,888782,920,YOR304C-A,,888782,888782,889082,888282,888782
295,15,+,888930,891648,2719,YOR305W,,888930,888930,889230,888430,888930
658,15,-,889750,896361,6612,YOR308C,,896361,896361,896661,895861,896361
659,15,-,896529,898537,2009,YOR310C,,898537,898537,898837,898037,898537
660,15,-,898715,899931,1217,YOR311C,,899931,899931,900231,899431,899931
661,15,-,900066,901280,1215,YOR312C,,901280,901280,901580,900780,901280
662,15,-,901619,903506,1888,YOR313C,,903506,903506,903806,903006,903506
